"Company","Item","Calories","Total.Fat..g.","Saturated.Fat..g.","Carbs..g.","Fiber..g.","Sugars..g.","Protein..g.","Salt.g"
"KFC","Chicken Thigh",500,40,7,11,1,1,22,2.425
"KFC","Chicken Whole Wing",290,25,4,6,1,1,10,1.3
"KFC","Breast",260,12,3,1,0,0,38,1.975
"KFC","Drumstick",100,6,1.5,0,0,0,11,0.65
"KFC","Thigh",180,12,3.5,0,0,0,17,1.175
"KFC","Whole Wing",90,6,1.5,1,0,0,9,0.525
"KFC","Breast",540,40,7,14,2,1,31,3.475
"KFC","Drumstick",190,14,2.5,6,1,0,9,1.275
"KFC","Thigh",390,32,6,12,2,1,13,2.25
"KFC","Whole Wing",180,15,2.5,5,1,0,8,1.125
"KFC","EXTRA CRISPY  Chicken Breast",530,35,6,18,0,0,35,2.875
"KFC","EXTRA CRISPY  Chicken Drumstick",170,12,2,5,0,0,10,0.975
"KFC","EXTRA CRISPY  Chicken Thigh",330,23,4.5,9,0,0,22,1.75
"KFC","EXTRA CRISPY  Chicken Whole Wing",170,13,2,5,0,0,10,0.85
"KFC","KENTUCKY GRILLED CHICKEN Breast",210,7,2,0,0,0,38,1.775
"KFC","KENTUCKY GRILLED CHICKEN Drumstick",80,4,1,0,0,0,11,0.55
"KFC","KENTUCKY GRILLED CHICKEN Thigh",150,9,3,0,0,0,17,1.05
"KFC","KENTUCKY GRILLED CHICKEN Whole Wing",70,3,1,0,0,0,9,0.45
"KFC","SPICY CRISPY CHICKEN Breast",350,20,3.5,11,1,0,30,2.75
"KFC","SPICY CRISPY CHICKEN Drumstick",130,8,1.5,5,1,0,9,1.05
"KFC","SPICY CRISPY CHICKEN Thigh",270,20,3.5,10,1,0,13,1.8
"KFC","SPICY CRISPY CHICKEN Whole Wing",120,8,1.5,5,0,0,7,0.875
"KFC","EXTRA CRISPY  Tender (each)",260,14,2,15,NA,0,19,1.525
"KFC","EXTRA CRISPY  Tender (each)",220,16,2.5,9,NA,0,10,1.15
"KFC","KENTUCKY FRIED WINGS Buffalo",100,7,1.5,3,0,0,5,0.775
"KFC","KENTUCKY FRIED WINGS Honey BBQ",100,6,1,8,0,4,5,0.525
"KFC","KENTUCKY FRIED WINGS Nashville Hot",130,11,2,4,0,0,5,0.575
"KFC","KENTUCKY FRIED WINGS Unsauced",80,6,1,3,0,0,5,0.375
"KFC","POPCORN NUGGETS Kids",290,19,2.5,19,1,0,13,2.175
"KFC","POPCORN NUGGETS Large",620,39,5,39,2,0,27,4.55
"KFC","BBQ Baked Beans",190,1,0,34,7,15,11,1.625
"KFC","Biscuit",180,8,4.5,22,1,1,4,1.3
"KFC","Coleslaw",170,12,2,14,4,10,1,0.45
"KFC","Corn on the Cob",70,0.5,0,17,2,3,2,0
"KFC","Green Beans",25,0,0,5,3,1,1,0.75
"KFC","KFC® Cornbread Muffin",210,9,1.5,28,NA,11,3,0.6
"KFC","Macaroni & Cheese",140,6,1.5,17,1,2,5,1.475
"KFC","Macaroni Salad",140,8,1,14,0,9,1,0.725
"KFC","Mashed Potatoes",110,3.5,0.5,17,1,0,2,0.825
"KFC","Mashed Potatoes With Gravy",130,4.5,1,20,1,0,3,1.3
"KFC","Potato Salad",340,28,4.5,19,2,3,2,0.725
"KFC","Secret Recipe Fries",320,15,2,41,3,0,5,2.75
"KFC","Sweet Kernel Corn",70,0.5,0,16,2,2,2,0
"KFC","BBQ Baked Beans (Family)",830,5,1,148,31,63,47,7.025
"KFC","Coleslaw (Family)",640,46,7,54,14,37,4,1.675
"KFC","Corn on the Cob (Family)",280,2,0,67,8,11,9,0.0375
"KFC","Green Beans (Family)",80,0,0,15,9,3,4,2.325
"KFC","Macaroni & Cheese (Family)",540,23,6,66,5,8,18,5.55
"KFC","Macaroni Salad (Family)",480,28,3.5,50,0,30,3,2.475
"KFC","Mashed Potatoes (Family)",460,15,3,72,6,0,9,3.525
"KFC","Mashed Potatoes With Gravy (Family)",590,21,5,88,6,1,12,6.475
"KFC","Potato Salad (Family)",1200,98,16,65,8,12,8,2.525
"KFC","Secret Recipe Fries (Family)",840,40,5,108,9,0,13,7.225
"KFC","Sweet Kernel Corn (Family)",280,2.5,0,67,7,8,10,0.025
"KFC","Chicken Littles",300,15,2.5,27,1,3,14,1.55
"KFC","Chicken Littles – Buffalo",310,17,2.5,27,1,3,14,1.975
"KFC","Chicken Littles – Honey BBQ",320,15,2.5,31,1,7,14,1.7
"KFC","Chicken Littles – Nashville Hot",340,19,3,27,1,3,14,1.7
"KFC","Classic Chicken Sandwich",650,35,4.5,49,1,6,34,3.15
"KFC","Crispy Colonel’s Sandwich",470,24,3.5,39,NA,4,24,2.925
"KFC","Crispy Colonel’s Sandwich – Buffalo",500,27,4,39,NA,4,24,3.75
"KFC","Crispy Colonel’s Sandwich – Honey BBQ",510,25,3.5,48,NA,12,24,3.225
"KFC","Crispy Colonel’s Sandwich – Nashville Hot",540,32,4.5,40,NA,5,24,3.225
"KFC","Crispy Twister®",630,34,7,53,4,3,28,3.15
"KFC","Honey BBQ Sandwich",350,3.5,0.5,55,2,22,24,3.375
"KFC","Spicy Chicken Sandwich",620,33,4,49,1,6,34,5.35
"KFC","Chicken Pot Pie",720,41,25,60,7,5,26,4.375
"KFC","KFC® Famous Bowl",740,35,6,81,6,2,26,5.875
"KFC","KFC® Famous Bowl – Snack Size",270,14,3.5,27,2,1,11,2.125
"KFC","Caesar Side Salad",40,2,1,2,1,1,3,0.225
"KFC","House Side Salad",15,0,0,3,2,2,1,0.025
"KFC","Heinz Buttermilk Dressing",160,17,2,1,0,1,0,0.55
"KFC","Hidden Valley The Original Ranch Fat Free Dressing",35,0,0,8,0,2,1,1.025
"KFC","KFC® Creamy Parmesan Caesar Dressing",260,26,5,4,0,2,2,1.35
"KFC","Marzetti Light Italian Dressing",15,0.5,0,2,0,1,0,1.275
"KFC","Parmesan Garlic Croutons",60,3,0,8,NA,0,2,0.3375
"KFC","Apple Turnover",230,10,2.5,32,NA,12,2,0.35
"KFC","Café Valley Chocolate Chip Cake (1 Slice)",300,15,3,39,1,27,4,0.65
"KFC","Café Valley Lemon Cake (1 Slice)",220,10,2,30,0,20,2,0.425
"KFC","Café Valley Mini Chocolate Chip Cake",300,12,2.5,49,1,35,3,0.475
"KFC","Café Valley Mini Lemon Cake",300,13,2.5,43,0,31,3,0.575
"KFC","Chocolate Chip Cookie",120,6,3,18,1,12,1,0.175
"KFC","Oreo Cookies and Crème Pie",270,13,8,35,1,24,3,0.525
"KFC","Reese’s Peanut Butter Pie",300,17,9,33,1,22,5,0.675
"KFC","BBQ – Dipping Sauce Cup",45,0,0,11,0,11,0,0.375
"KFC","Colonel’s Buttery Spread",35,4,1.5,0,0,0,0,0.0875
"KFC","Grape Jelly Packet",35,0,0,9,0,7,0,0.025
"KFC","Honey Mustard – Dipping Sauce Cup",110,9,1.5,6,0,6,0,0.3
"KFC","Honey Sauce Packet",30,0,0,8,0,5,0,0
"KFC","Ketchup",30,0,0,8,0,6,0,0.625
"KFC","KFC Sauce – Dipping Sauce Cup",90,8,1.5,5,0,5,0,0.425
"KFC","Lemon Juice Packet",5,0,0,1,0,0,0,0.05
"KFC","Ranch – Dipping Sauce Cup",130,14,2.5,2,0,1,0,0.6
"KFC","Strawberry Jam Packet",35,0,0,9,0,6,0,0
"KFC","Capri Sun® 100% Juice Fruit Punch",80,0,0,21,0,20,0,0.0625
"KFC","Chocolate Milk 1%",150,2.5,1.5,26,0,23,7,0.425
"KFC","Milk 1%",90,2,1.5,10,0,10,7,0.2625
"KFC","Musselman’s™ Applesauce",45,0,0,12,1,8,0,0
"KFC","7UP® (12 fl oz)",140,0,0,35,0,35,0,0.125
"KFC","7UP® (16 fl oz)",190,0,0,46,0,46,0,0.175
"KFC","7UP® (20 fl oz)",240,0,0,58,0,58,0,0.2125
"KFC","7UP® (30 fl oz)",350,0,0,87,0,87,0,0.3125
"KFC","Classic Lemonade (1/2 Gallon)",880,0,0,234,0,228,0,1.95
"KFC","Classic Lemonade (20 fl oz)",140,0,0,39,0,38,0,0.325
"KFC","Code Red Mountain Dew® (12 fl oz)",170,0,0,46,0,46,0,0.125
"KFC","Code Red Mountain Dew® (16 fl oz)",230,0,0,62,0,62,0,0.1625
"KFC","Code Red Mountain Dew® (20 fl oz)",290,0,0,77,0,77,0,0.2125
"KFC","Code Red Mountain Dew® (30 fl oz)",430,0,0,116,0,115,0,0.3125
"KFC","Diet Dr Pepper® (12 fl oz)",0,0,0,0,0,0,0,0.175
"KFC","Diet Dr Pepper® (16 fl oz)",0,0,0,0,0,0,0,0.2375
"KFC","Diet Dr Pepper® (20 fl oz)",0,0,0,0,0,0,0,0.3
"KFC","Diet Dr Pepper® (30 fl oz)",0,0,0,0,0,0,0,0.45
"KFC","Diet Mist Twst® (12 fl oz)",0,0,0,0,0,0,0,0.0875
"KFC","Diet Mist Twst® (16 fl oz)",0,0,0,0,0,0,0,0.125
"KFC","Diet Mist Twst® (20 fl oz)",0,0,0,0,0,0,0,0.15
"KFC","Diet Mist Twst® (30 fl oz)",5,0,0,0,0,0,0,0.2375
"KFC","Diet Mountain Dew® (12 fl oz)",0,0,0,1,0,0,0,0.1375
"KFC","Diet Mountain Dew® (16 fl oz)",5,0,0,1,0,0,0,0.1875
"KFC","Diet Mountain Dew® (20 fl oz)",10,0,0,1,0,1,0,0.225
"KFC","Diet Mountain Dew® (30 fl oz)",10,0,0,1,0,1,0,0.35
"KFC","Diet Pepsi® (12 fl oz)",0,0,0,0,0,0,0,0.1375
"KFC","Diet Pepsi® (16 fl oz)",0,0,0,0,0,0,0,0.1875
"KFC","Diet Pepsi® (20 fl oz)",0,0,0,0,0,0,0,0.2375
"KFC","Diet Pepsi® (30 fl oz)",0,0,0,0,0,0,0,0.35
"KFC","Diet Pepsi® Wild Cherry Pepsi® (12 fl oz)",0,0,0,0,0,0,0,0.0875
"KFC","Diet Pepsi® Wild Cherry Pepsi® (16 fl oz)",0,0,0,0,0,0,0,0.125
"KFC","Diet Pepsi® Wild Cherry Pepsi® (20 fl oz)",0,0,0,0,0,0,0,0.15
"KFC","Diet Pepsi® Wild Cherry Pepsi® (30 fl oz)",0,0,0,0,0,0,0,0.2375
"KFC","Dr Pepper® (12 fl oz)",140,0,0,39,0,38,0,0.1125
"KFC","Dr Pepper® (16 fl oz)",190,0,0,52,0,51,0,0.15
"KFC","Dr Pepper® (20 fl oz)",240,0,0,65,0,64,0,0.1875
"KFC","Dr Pepper® (30 fl oz)",360,0,0,98,0,96,0,0.275
"KFC","Lipton® Brisk® Lemon Tea (12 fl oz)",80,0,0,22,0,22,0,0.1
"KFC","Lipton® Brisk® Lemon Tea (16 fl oz)",110,0,0,29,0,29,0,0.1375
"KFC","Lipton® Brisk® Lemon Tea (20 fl oz)",140,0,0,36,0,36,0,0.175
"KFC","Lipton® Brisk® Lemon Tea (30 fl oz)",210,0,0,55,0,54,0,0.2625
"KFC","Lipton® Brisk® No Calorie Peach Iced Green Tea (12 fl oz)",0,0,0,0,0,0,0,0.2625
"KFC","Lipton® Brisk® No Calorie Peach Iced Green Tea (16 fl oz)",0,0,0,0,0,0,0,0.35
"KFC","Lipton® Brisk® No Calorie Peach Iced Green Tea (20 fl oz)",5,0,0,0,0,0,0,0.45
"KFC","Lipton® Brisk® No Calorie Peach Iced Green Tea (30 fl oz)",10,0,0,0,0,0,0,0.675
"KFC","Lipton® Brisk® Raspberry Tea (12 fl oz)",80,0,0,20,0,20,0,0.1125
"KFC","Lipton® Brisk® Raspberry Tea (16 fl oz)",100,0,0,26,0,26,0,0.1375
"KFC","Lipton® Brisk® Raspberry Tea (20 fl oz)",130,0,0,33,0,33,0,0.175
"KFC","Lipton® Brisk® Raspberry Tea (30 fl oz)",190,0,0,49,0,49,0,0.275
"KFC","Lipton® Brisk® Sweet Iced Tea (12 fl oz)",80,0,0,22,0,21,0,0.1125
"KFC","Lipton® Brisk® Sweet Iced Tea (16 fl oz)",110,0,0,29,0,29,0,0.1625
"KFC","Lipton® Brisk® Sweet Iced Tea (20 fl oz)",130,0,0,36,0,36,0,0.2
"KFC","Lipton® Brisk® Sweet Iced Tea (30 fl oz)",200,0,0,54,0,54,0,0.3
"KFC","Lipton® Brisk® Unsweetened No Lemon Iced Tea (12 fl oz)",0,0,0,0,0,0,0,0.1125
"KFC","Lipton® Brisk® Unsweetened No Lemon Iced Tea (16 fl oz)",0,0,0,0,0,0,0,0.15
"KFC","Lipton® Brisk® Unsweetened No Lemon Iced Tea (20 fl oz)",0,0,0,0,0,0,0,0.1875
"KFC","Lipton® Brisk® Unsweetened No Lemon Iced Tea (30 fl oz)",0,0,0,0,0,0,0,0.2875
"KFC","Manzanita Sol® (12 fl oz)",160,0,0,42,0,42,0,0.0875
"KFC","Manzanita Sol® (16 fl oz)",210,0,0,57,0,57,0,0.1125
"KFC","Manzanita Sol® (20 fl oz)",260,0,0,71,0,71,0,0.1375
"KFC","Manzanita Sol® (30 fl oz)",400,0,0,106,0,106,0,0.2
"KFC","Miranda® Strawberry (12 fl oz)",160,0,0,44,0,44,0,0.175
"KFC","Miranda® Strawberry (16 fl oz)",220,0,0,58,0,58,0,0.2375
"KFC","Miranda® Strawberry (20 fl oz)",270,0,0,73,0,73,0,0.3
"KFC","Miranda® Strawberry (30 fl oz)",410,0,0,109,0,109,0,0.45
"KFC","Mist Twst® (12 fl oz)",150,0,0,41,0,41,0,0.0875
"KFC","Mist Twst® (16 fl oz)",200,0,0,54,0,54,0,0.1125
"KFC","Mist Twst® (20 fl oz)",260,0,0,68,0,68,0,0.1375
"KFC","Mist Twst® (30 fl oz)",380,0,0,101,0,101,0,0.2
"KFC","MNT DEW Sweet Lightning (20 fl oz)",120,0,0,32,0,25,0,0.475
"KFC","Mountain Dew® (12 fl oz)",160,0,0,44,0,44,0,0.125
"KFC","Mountain Dew® (16 fl oz)",220,0,0,59,0,58,0,0.175
"KFC","Mountain Dew® (20 fl oz)",270,0,0,73,0,73,0,0.2125
"KFC","Mountain Dew® (30 fl oz)",410,0,0,110,0,109,0,0.3125
"KFC","Mug Root Beer® (12 fl oz)",140,0,0,39,0,39,0,0.1125
"KFC","Mug Root Beer® (16 fl oz)",190,0,0,52,0,52,0,0.15
"KFC","Mug Root Beer® (20 fl oz)",240,0,0,65,0,65,0,0.1875
"KFC","Mug Root Beer® (30 fl oz)",360,0,0,98,0,98,0,0.275
"KFC","Pepsi Zero Sugar® (12 fl oz)",0,0,0,0,0,0,0,0.0875
"KFC","Pepsi Zero Sugar® (16 fl oz)",0,0,0,0,0,0,0,0.125
"KFC","Pepsi Zero Sugar® (20 fl oz)",0,0,0,0,0,0,0,0.15
"KFC","Pepsi Zero Sugar® (30 fl oz)",0,0,0,1,0,0,0,0.2375
"KFC","Pepsi® (12 fl oz)",150,0,0,41,0,41,0,0.075
"KFC","Pepsi® (16 fl oz)",200,0,0,55,0,55,0,0.1125
"KFC","Pepsi® (20 fl oz)",250,0,0,69,0,69,0,0.1375
"KFC","Pepsi® (30 fl oz)",380,0,0,104,0,103,0,0.2
"KFC","Sobe Lifewater Yumberry Pomegranate (12 fl oz)",0,0,0,0,0,0,0,0.1125
"KFC","Sobe Lifewater Yumberry Pomegranate (16 fl oz)",0,0,0,0,0,0,0,0.1625
"KFC","Sobe Lifewater Yumberry Pomegranate (20 fl oz)",0,0,0,0,0,0,0,0.2
"KFC","Sobe Lifewater Yumberry Pomegranate (30 fl oz)",5,0,0,1,0,0,0,0.3
"KFC","Strawberry Lemonade (1/2 Gallon)",950,0,0,270,0,264,0,1.975
"KFC","Strawberry Lemonade (20 fl oz)",170,0,0,45,0,44,0,0.325
"KFC","Tropicana® Fruit Punch (12 fl oz)",170,0,0,45,0,45,0,0.0875
"KFC","Tropicana® Fruit Punch (16 fl oz)",230,0,0,60,0,60,0,0.1125
"KFC","Tropicana® Fruit Punch (20 fl oz)",280,0,0,75,0,75,0,0.15
"KFC","Tropicana® Fruit Punch (30 fl oz)",420,0,0,113,0,112,0,0.225
"KFC","Tropicana® Light Lemonade (12 fl oz)",5,0,0,0,0,0,0,0.35
"KFC","Tropicana® Light Lemonade (16 fl oz)",10,0,0,0,0,0,0,0.475
"KFC","Tropicana® Light Lemonade (20 fl oz)",10,0,0,0,0,0,0,0.6
"KFC","Tropicana® Light Lemonade (30 fl oz)",15,0,0,1,0,0,0,0.875
"KFC","Tropicana® Pink Lemonade (12 fl oz)",150,0,0,40,0,40,0,0.4
"KFC","Tropicana® Pink Lemonade (16 fl oz)",210,0,0,53,0,53,0,0.525
"KFC","Tropicana® Pink Lemonade (20 fl oz)",260,0,0,67,0,67,0,0.65
"KFC","Tropicana® Pink Lemonade (30 fl oz)",390,0,0,100,0,100,0,0.975
"KFC","Tropicana® Twister® Orange (12 fl oz)",170,0,0,46,0,46,0,0.0875
"KFC","Tropicana® Twister® Orange (16 fl oz)",230,0,0,61,0,61,0,0.125
"KFC","Tropicana® Twister® Orange (20 fl oz)",290,0,0,76,0,76,0,0.15
"KFC","Tropicana® Twister® Orange (30 fl oz)",430,0,0,115,0,114,0,0.225
"KFC","Wild Cherry Pepsi® (12 fl oz)",160,0,0,42,0,42,0,0.075
"KFC","Wild Cherry Pepsi® (16 fl oz)",210,0,0,56,0,56,0,0.1
"KFC","Wild Cherry Pepsi® (20 fl oz)",260,0,0,70,0,70,0,0.125
"KFC","Wild Cherry Pepsi® (30 fl oz)",390,0,0,105,0,105,0,0.2
"KFC","Country Fried Steak without Peppered White Gravy",360,24,7,22,2,0,13,1.875
"KFC","Country Fried Steak with Peppered White Gravy",390,26,7,26,2,0,13,2.275
"KFC","KFC® Gizzards",300,16,2,18,NA,0,20,1.925
"KFC","KFC® Livers",230,13,2.5,12,0,0,17,1.875
"Taco Bell","Bacon Club Chalupa",440,27,5,31,2,3,20,2.1
"Taco Bell","Blue Raspberry Freeze™ (16 oz)",120,0,0,30,0,30,0,0.0875
"Taco Bell","Blue Raspberry Freeze™ (20 oz)",150,0,0,38,0,38,0,0.1
"Taco Bell","Loaded Nacho Taco",250,12,4.5,24,3,2,10,1.525
"Taco Bell","Midnight Berry Freeze™ (16 oz)",140,0,0,35,0,34,0,0.0875
"Taco Bell","Midnight Berry Freeze™ (20 oz)",170,0,0,43,0,42,0,0.1
"Taco Bell","Nacho Fries",320,18,1.5,35,4,2,4,1.575
"Taco Bell","Nacho Fries BellGrande®",710,40,6,73,10,4,13,3.6
"Taco Bell","Black Bean Chalupa – Online Exclusive",330,15,3,39,5,3,10,1.075
"Taco Bell","Black Bean Quesarito – Online Exclusive",630,29,10,73,7,5,19,3.15
"Taco Bell","Quesarito – Online Exclusive",650,33,12,67,6,5,22,3.475
"Taco Bell","Chalupa Supreme® – Beef",350,18,5,33,4,3,13,1.4
"Taco Bell","Chalupa Supreme® – Chicken",330,15,3.5,31,2,3,16,1.4
"Taco Bell","Chalupa Supreme® – Steak",330,16,4,32,2,3,15,1.325
"Taco Bell","Cheesy Gordita Crunch",500,28,10,41,5,4,20,2.125
"Taco Bell","Crunchy Taco",170,9,3.5,13,3,NA,8,0.775
"Taco Bell","Crunchy Taco Supreme®",190,11,4.5,15,3,2,8,0.85
"Taco Bell","Loaded Nacho Taco (New)",250,12,4.5,24,3,2,10,1.525
"Taco Bell","Nacho Cheese Doritos® Locos Taco",170,9,3.5,13,3,NA,8,0.9
"Taco Bell","Nacho Cheese Doritos® Locos Taco Supreme®",190,11,4.5,15,3,2,8,0.95
"Taco Bell","Soft Taco – Beef",180,9,4,17,3,1,9,1.25
"Taco Bell","Soft Taco – Chicken",160,5,2.5,16,1,1,12,1.25
"Taco Bell","Soft Taco Supreme®",NA,NA,NA,NA,NA,NA,NA,NA
"Taco Bell","Soft Taco – Beef",210,10,5,20,3,2,10,1.3
"Taco Bell","Soft Taco – Chicken",180,7,3.5,18,2,2,13,1.3
"Taco Bell","Bean Burrito (V)",350,9,3.5,54,11,3,13,2.5
"Taco Bell","Beefy 5-Layer Burrito",490,18,7,63,9,5,18,3.125
"Taco Bell","Burrito Supreme® – Beef",390,14,6,51,9,4,16,2.775
"Taco Bell","Burrito Supreme® – Chicken",370,11,4.5,49,8,4,19,2.775
"Taco Bell","Burrito Supreme® – Steak",370,12,5,49,7,4,18,2.725
"Taco Bell","Chili Cheese Burrito (regional)",370,17,8,40,4,2,16,2.425
"Taco Bell","Quesarito – Beef",650,33,12,67,6,5,22,3.475
"Taco Bell","Quesarito – Chicken",620,29,11,66,4,4,25,3.475
"Taco Bell","Quesarito – Steak",630,30,11,66,4,4,24,3.425
"Taco Bell","Chips and Nacho Cheese Sauce (V)",220,13,1.5,24,2,2,2,0.625
"Taco Bell","Nacho Fries (V) (New)",320,18,1.5,35,4,2,4,1.575
"Taco Bell","Nacho Fries BellGrande® (New)",710,40,6,73,10,4,13,3.6
"Taco Bell","Nachos BellGrande® – Beef",740,38,7,82,15,5,16,2.625
"Taco Bell","Nachos BellGrande® – Chicken",720,35,6,81,14,5,20,2.625
"Taco Bell","Nachos BellGrande® – Steak",720,36,6,81,14,5,19,2.575
"Taco Bell","Beef Quesarito",650,33,12,67,6,5,22,3.475
"Taco Bell","Black Bean Quesarito (V)",630,29,10,73,7,5,19,3.15
"Taco Bell","Quesadilla – Cheese (V)",470,25,12,37,4,2,19,2.475
"Taco Bell","Quesadilla – Chicken",510,26,12,38,4,2,27,3.125
"Taco Bell","Quesadilla – Steak",520,27,12,38,4,2,27,3.075
"Taco Bell","Bacon Club Chalupa – Specialties",440,27,5,31,2,3,20,2.1
"Taco Bell","Black Bean Chalupa – Specialties",330,15,3,39,5,3,10,1.075
"Taco Bell","Black Bean Crunchwrap Supreme – Specialties",510,17,4.5,77,8,6,13,2.7
"Taco Bell","Black Bean Quesarito – Specialties",630,29,10,73,7,5,19,3.15
"Taco Bell","Chalupa Supreme® – Specialties",350,18,5,33,4,3,13,1.4
"Taco Bell","Cheesy Gordita Crunch – Specialties",500,28,10,41,5,4,20,2.125
"Taco Bell","Cheesy Roll Up – Specialties",180,9,5,15,2,NA,9,1.075
"Taco Bell","Crunchwrap Supreme® – Specialties",530,21,6,71,6,6,16,3
"Taco Bell","Crunchy Taco – Specialties",170,9,3.5,13,3,NA,8,0.775
"Taco Bell","Nacho Cheese Doritos® Locos Taco – Specialties",170,9,3.5,13,3,NA,8,0.9
"Taco Bell","Nachos BellGrande® – Specialties",740,38,7,82,15,5,16,2.625
"Taco Bell","Power Menu Bowl – Specialties",470,19,6,50,7,2,26,3
"Taco Bell","Quesadilla – Specialties",510,26,12,38,4,2,27,3.125
"Taco Bell","Quesarito – Specialties",650,33,12,67,6,5,22,3.475
"Taco Bell","Soft Taco – Specialties",180,9,4,17,3,1,9,1.25
"Taco Bell","Soft Taco Supreme – Specialties",210,10,5,20,3,2,10,1.3
"Taco Bell","Veggie Power Menu Bowl – Specialties",430,17,5,57,10,2,12,2.025
"Taco Bell","Black Beans & Rice (V)",170,3.5,0,31,4,0,4,0.8
"Taco Bell","Black Beans (V)",50,1,0,8,3,0,2,0.3375
"Taco Bell","Cinnabon® Delights™ (2 Pk) (V)",160,9,2,17,0,10,2,0.2
"Taco Bell","Cinnabon® Delights™ (12 Pk – Serves 4) (V)",930,53,13,104,3,59,9,1.2
"Taco Bell","Cinnamon Twists (V)",170,6,0,27,NA,13,1,0.525
"Taco Bell","Diablo Sauce Packet (V)",0,0,0,0,0,0,0,0.075
"Taco Bell","Fire Sauce Packet (V)",0,0,0,0,0,0,0,0.1375
"Taco Bell","Hot Sauce Packet (V)",0,0,0,0,0,0,0,0.1125
"Taco Bell","Mild Sauce Packet (V)",0,0,0,0,0,0,0,0.075
"Taco Bell","Blue Raspberry Freeze™ (16 oz) (New)",120,0,0,30,0,30,0,0.0875
"Taco Bell","Blue Raspberry Freeze™ (20 oz) (New)",150,0,0,38,0,38,0,0.1
"Taco Bell","Dragon Fruit Freeze (16 oz)",190,0,0,49,0,47,0,0.125
"Taco Bell","Dragon Fruit Freeze (20 oz)",230,0,0,59,0,57,0,0.15
"Taco Bell","Lowfat Milk – CA (Regional)",100,2,1.5,13,0,12,9,0.325
"Taco Bell","Lowfat Milk – Federal (Regional)",80,2,1.5,10,0,9,7,0.25
"Taco Bell","Midnight Berry Freeze™ (16 oz) (New)",140,0,0,35,0,34,0,0.0875
"Taco Bell","Midnight Berry Freeze™ (20 oz) (New)",170,0,0,43,0,42,0,0.1
"Taco Bell","Mtn Dew® Baja Blast Freeze™ (16 oz)",150,0,0,41,0,41,0,0.1125
"Taco Bell","Mtn Dew® Baja Blast Freeze™ (20 oz)",190,0,0,51,0,51,0,0.1375
"Taco Bell","Orange Juice",140,0,0,33,NA,28,2,0.05
"Taco Bell","Premium Hot Coffee",10,0,0,0,0,0,2,0
"Taco Bell","Regular Iced Coffee",10,0,0,0,0,0,2,0
"Taco Bell","Water",0,0,0,0,0,0,0,0
"Taco Bell","Wild Strawberry Freeze™ (16 oz)",150,0,0,41,0,41,0,0.1
"Taco Bell","Wild Strawberry Freeze™ (20 oz)",190,0,0,51,0,51,0,0.1375
"Taco Bell","Beef Burrito – Value Menu",430,19,5,51,4,3,12,2.425
"Taco Bell","Cheesy Bean & Rice Burrito – Value Menu",420,16,4,56,7,3,10,2.2
"Taco Bell","Cheesy Roll Up – Value Menu",180,9,5,15,2,NA,9,1.075
"Taco Bell","Chicken Chipotle Melt – Value Menu",190,9,3,15,1,NA,12,1.325
"Taco Bell","Chips and Nacho Cheese Sauce – Value Menu",220,13,1.5,24,2,2,2,0.625
"Taco Bell","Cinnamon Twists – Value Menu",170,6,0,27,NA,13,1,0.525
"Taco Bell","Loaded Nacho Taco – Value Menu",250,12,4.5,24,3,2,10,1.525
"Taco Bell","Bean Burrito",350,9,3.5,54,11,3,13,2.5
"Taco Bell","Black Bean Chalupa",330,15,3,39,5,3,10,1.075
"Taco Bell","Black Bean Crunchwrap Supreme",510,17,4.5,77,8,6,13,2.7
"Taco Bell","Black Bean Quesarito",630,29,10,73,7,5,19,3.15
"Taco Bell","Black Beans & Rice",170,3.5,0,31,4,0,4,0.8
"Taco Bell","Cheese Quesadilla",470,25,12,37,4,2,19,2.475
"Taco Bell","Cheesy Bean & Rice Burrito",420,16,4,56,7,3,10,2.2
"Taco Bell","Cheesy Roll Up",180,9,5,15,2,NA,9,1.075
"Taco Bell","Chips and Nacho Cheese Sauce",220,13,1.5,24,2,2,2,0.625
"Taco Bell","Cinnabon® Delights™ (2 Pack)",160,9,2,17,0,10,2,0.2
"Taco Bell","Cinnabon® Delights™ (12 Pack – Serves 4)",930,53,13,104,3,59,9,1.2
"Taco Bell","Cinnamon Twists",170,6,0,27,NA,13,1,0.525
"Taco Bell","Hash Brown",160,12,1,13,2,0,1,0.675
"Taco Bell","Power Menu Bowl – Veggie",430,17,5,57,10,2,12,2.025
"Taco Bell","Power Menu Bowl – Chicken",470,19,6,50,7,2,26,3
"Taco Bell","Power Menu Bowl – Steak",480,20,7,51,7,2,25,2.875
"Taco Bell","Power Menu Bowl – Veggie (V)",430,17,5,57,10,2,12,2.025
"Taco Bell","Breakfast Crunchwrap – Bacon",670,41,12,50,4,3,21,3.175
"Taco Bell","Breakfast Crunchwrap – Sausage",720,47,15,51,4,3,21,3.025
"Taco Bell","Breakfast Crunchwrap – Steak",660,38,12,51,4,3,24,3.25
"Taco Bell","Breakfast Salsa Packet (V)",0,0,0,NA,0,0,0,0.125
"Taco Bell","Cheesy Toasted Breakfast Burrito – Bacon",350,16,4.5,36,2,3,13,2.175
"Taco Bell","Cheesy Toasted Breakfast Burrito – Fiesta Potato (V)",340,14,3.5,43,3,3,10,1.875
"Taco Bell","Cheesy Toasted Breakfast Burrito – Sausage",340,17,5,36,2,3,11,1.825
