"Company","Item","Calories","Total.Fat..g.","Saturated.Fat..g.","Carbs..g.","Fiber..g.","Sugars..g.","Protein..g.","Salt.g"
"McDonald’s","Hamburger",250,9,3.5,31,2,6,12,1.3
"McDonald’s","Cheeseburger",300,12,6,33,2,6,15,1.875
"McDonald’s","Double Cheeseburger",440,23,11,34,2,7,25,2.875
"McDonald’s","McDouble",390,19,8,33,2,7,22,2.3
"McDonald’s"," Quarter Pounder® with Cheese",510,26,12,40,3,9,29,2.975
"McDonald’s","Double Quarter Pounder® with Cheese",740,42,19,40,3,9,48,3.45
"McDonald’s","Big Mac®",540,29,10,45,3,9,25,2.6
"McDonald’s","Big N’ Tasty®",460,24,8,37,3,8,24,1.8
"McDonald’s","Big N’ Tasty® with Cheese",510,28,11,38,3,8,27,2.4
"McDonald’s","Angus Bacon & Cheese",790,39,17,63,4,13,45,5.175
"McDonald’s","Angus Deluxe",750,39,16,61,4,10,40,4.25
"McDonald’s","Angus Mushroom & Swiss",770,40,17,59,4,8,44,2.925
"McDonald’s","Filet-O-Fish®",380,18,3.5,38,2,5,15,1.6
"McDonald’s","McChicken ®",360,16,3,40,2,5,14,2.075
"McDonald’s","McRib ®",500,26,10,44,3,11,22,2.45
"McDonald’s","Premium Grilled Chicken Classic Sandwich",360,9,2,41,4,8,27,2.05
"McDonald’s","Premium Crispy Chicken Classic Sandwich",510,22,3.5,56,3,10,24,2.475
"McDonald’s","Premium Grilled Chicken Club Sandwich",460,17,6,43,4,9,35,2.6
"McDonald’s","Premium Crispy Chicken Club Sandwich",620,29,7,57,3,11,31,3
"McDonald’s","Premium Grilled Chicken Ranch BLT Sandwich",380,10,3,41,4,9,31,2.5
"McDonald’s","Premium Crispy Chicken Ranch BLT Sandwich",540,23,4.5,56,3,11,27,2.9
"McDonald’s","Southern Style Crispy Chicken Sandwich",400,17,3,39,1,6,24,2.575
"McDonald’s","Ranch Snack Wrap® (Crispy)",340,17,4.5,33,1,2,14,2.025
"McDonald’s","Ranch Snack Wrap® (Grilled)",270,10,4,26,1,2,18,2.075
"McDonald’s","Honey Mustard Snack Wrap® (Crispy)",330,16,4.5,34,1,4,14,1.95
"McDonald’s","Honey Mustard Snack Wrap® (Grilled)",260,9,3.5,27,1,4,18,2
"McDonald’s","Chipotle BBQ Snack Wrap® (Crispy)",330,15,4.5,35,1,4,14,2.025
"McDonald’s","Chipotle BBQ Snack Wrap® (Grilled)",260,9,3.5,28,1,5,18,2.075
"McDonald’s","Angus Bacon & Cheese Snack Wrap",390,21,9,28,1,4,21,2.7
"McDonald’s","Angus Chipotle BBQ Bacon",800,39,18,66,4,16,45,5.05
"McDonald’s","Angus Chipotle BBQ Bacon Snack Wrap",400,22,10,30,1,6,21,2.65
"McDonald’s","Angus Deluxe Snack Wrap",410,25,10,27,2,3,20,2.475
"McDonald’s","Angus Mushroom & Swiss Snack Wrap",430,26,10,27,2,2,22,1.825
"McDonald’s","Mac Snack Wrap",330,19,7,26,1,3,15,1.725
"McDonald’s","Small French Fries",230,11,1.5,29,3,0,3,0.4
"McDonald’s","Medium French Fries",380,19,2.5,48,5,0,4,0.675
"McDonald’s","Large French Fries",500,25,3.5,63,6,0,6,0.875
"McDonald’s","Ketchup Packet",15,0,0,3,0,2,0,0.275
"McDonald’s","Salt Packet",0,0,0,0,0,0,0,0.675
"McDonald’s","Chicken McNuggets® (4 piece)",190,12,2,12,1,0,9,0.9
"McDonald’s","Chicken McNuggets® (6 piece)",280,18,3,18,1,0,13,1.35
"McDonald’s","Chicken McNuggets® (10 piece)",470,30,5,30,2,0,22,2.25
"McDonald’s","Barbeque Sauce",50,0,0,12,0,10,0,0.65
"McDonald’s","Honey",50,0,0,12,0,11,0,0
"McDonald’s","Hot Mustard Sauce",60,2.5,0,9,2,6,1,0.625
"McDonald’s","Sweet ‘N Sour Sauce",50,0,0,12,0,10,0,0.375
"McDonald’s","Chicken Selects® Premium Breast Strips (3 pc)",400,24,3.5,23,0,0,23,2.525
"McDonald’s","Chicken Selects® Premium Breast Strips (5 pc)",660,40,6,39,0,0,38,4.2
"McDonald’s","Spicy Buffalo Sauce",60,6,1,1,1,0,0,2
"McDonald’s","Creamy Ranch Sauce",170,18,3,2,0,1,0,0.675
"McDonald’s","Tangy Honey Mustard Sauce",60,2,0,10,0,8,0,0.35
"McDonald’s","Southwestern Chipotle Barbeque Sauce",60,0,0,15,1,11,0,0.525
"McDonald’s","Premium Southwest Salad with Grilled Chicken",320,9,3,30,6,11,30,2.4
"McDonald’s","Premium Southwest Salad with Crispy Chicken",430,20,4,38,6,12,26,2.3
"McDonald’s","Premium Southwest Salad (without chicken)",140,4.5,2,20,6,6,6,0.375
"McDonald’s","Premium Bacon Ranch Salad with Grilled Chicken",260,9,4,12,3,5,33,2.525
"McDonald’s","Premium Bacon Ranch Salad with Crispy Chicken",370,20,6,20,3,6,29,2.425
"McDonald’s","Premium Bacon Ranch Salad (without chicken)",140,7,3.5,10,3,4,9,0.75
"McDonald’s","Premium Caesar Salad with Grilled Chicken",220,6,3,12,3,5,30,2.225
"McDonald’s","Premium Caesar Salad with Crispy Chicken",330,17,4.5,20,3,6,26,2.1
"McDonald’s","Premium Caesar Salad (without chicken)",90,4,2.5,9,3,4,7,0.45
"McDonald’s","Side Salad",20,0,0,4,1,2,1,0.025
"McDonald’s","Butter Garlic Croutons",60,1.5,0,10,1,0,2,0.35
"McDonald’s","Snack Size Fruit & Walnut Salad",210,8,1.5,31,2,25,4,0.15
"McDonald’s","Newman’s Own® Creamy Southwest Dressing",100,6,1,11,0,3,1,0.85
"McDonald’s","Newman’s Own® Creamy Caesar Dressing",190,18,3.5,4,0,2,2,1.25
"McDonald’s","Newman’s Own® Low Fat Balsamic Vinaigrette",40,3,0,4,0,3,0,1.825
"McDonald’s","Newman’s Own® Low Fat Family Recipe Italian Dressing",60,2.5,0,8,0,1,1,1.825
"McDonald’s","Newman’s Own® Ranch Dressing",170,15,2.5,9,0,4,1,1.325
"McDonald’s","Egg McMuffin®",300,12,5,30,2,3,18,2.05
"McDonald’s","Sausage McMuffin®",370,22,8,29,2,2,14,2.125
"McDonald’s","Sausage McMuffin® with Egg",450,27,10,30,2,2,21,2.3
"McDonald’s","English Muffin",160,3,0.5,27,2,2,5,0.7
"McDonald’s","Bacon, Egg & Cheese Biscuit (Regular Size Biscuit)",420,23,12,37,2,3,15,2.9
"McDonald’s","Bacon, Egg & Cheese Biscuit (Large Size Biscuit)",480,27,12,43,3,4,15,3.175
"McDonald’s","Sausage Biscuit with Egg (Regular Size Biscuit)",510,33,14,36,2,2,18,2.925
"McDonald’s","Sausage Biscuit with Egg (Large Size Biscuit)",570,37,15,42,3,3,18,3.2
"McDonald’s","Sausage Biscuit (Regular Size Biscuit)",430,27,12,34,2,2,11,2.7
"McDonald’s","Sausage Biscuit (Large Size Biscuit)",480,31,13,39,3,3,11,2.975
"McDonald’s","Southern Style Chicken Biscuit (Regular Size Biscuit)",410,20,8,41,2,3,17,2.95
"McDonald’s","Southern Style Chicken Biscuit (Large Size Biscuit)",470,24,9,46,3,4,17,3.225
"McDonald’s","Steak, Egg & Cheese Bagel",660,33,12,56,3,7,33,3.95
"McDonald’s","Bacon, Egg & Cheese McGriddles®",420,18,8,48,2,15,15,2.775
"McDonald’s","Sausage, Egg & Cheese McGriddles®",560,32,12,48,2,15,20,3.4
"McDonald’s","Sausage McGriddles®",420,22,8,44,2,15,11,2.575
"McDonald’s","Big Breakfast® (Regular Size Biscuit)",740,48,17,51,3,3,28,3.9
"McDonald’s","Big Breakfast® (Large Size Biscuit)",800,52,18,56,4,3,28,4.2
"McDonald’s","Big Breakfast with Hotcakes (Regular Size Biscuit)",1090,56,19,111,6,17,36,5.375
"McDonald’s","Big Breakfast with Hotcakes (Large Size Biscuit)",1150,60,20,116,7,17,36,5.65
"McDonald’s","Sausage Burrito",300,16,7,26,1,2,12,2.075
"McDonald’s","McSkillet™ Burrito with Sausage",610,36,14,44,3,4,27,3.475
"McDonald’s","Hotcakes",350,9,2,60,3,14,8,1.475
"McDonald’s","Hotcakes and Sausage",520,24,7,61,3,14,15,2.325
"McDonald’s","Hotcake Syrup",180,0,0,45,0,32,0,0.05
"McDonald’s","Whipped Margarine (1 pat)",40,4.5,1.5,0,0,0,0,0.1375
"McDonald’s","Hash Brown",150,9,1.5,15,2,0,1,0.775
"McDonald’s","Grape Jam",35,0,0,9,0,9,0,0
"McDonald’s","Strawberry Preserves",35,0,0,9,0,9,0,0
"McDonald’s","Bacon, Egg & Cheese Bagel",560,27,9,56,3,7,24,3.25
"McDonald’s","Fruit & Maple Oatmeal",290,4.5,2,57,5,32,5,0.4
"McDonald’s","Fruit & Maple Oatmeal without Brown Sugar",260,4.5,2,48,5,18,5,0.2875
"McDonald’s","Hamburger Happy Meal",475,16,5.5,62,2,20,22,1.725
"McDonald’s","4 Piece Chicken McNuggets Happy Meal",395,17,3.5,41,1,14,19,1.275
"McDonald’s","6 Piece Chicken McNuggets® Happy Meal",475,22,4.5,46,2,14,24,1.7
"McDonald’s","Fruit ‘n Yogurt Parfait (7 oz)",160,2,1,31,1,21,4,0.2125
"McDonald’s","Low Fat Caramel Dip",70,0.5,0,15,0,9,0,0.0875
"McDonald’s","Vanilla Reduced Fat Ice Cream Cone",150,3.5,2,24,0,18,4,0.15
"McDonald’s","Kiddie Cone",45,1,0.5,8,0,6,1,0.05
"McDonald’s","Strawberry Sundae",280,6,4,49,1,45,6,0.2375
"McDonald’s","Hot Caramel Sundae",340,8,5,60,1,44,7,0.4
"McDonald’s","Hot Fudge Sundae",330,10,7,54,2,48,8,0.45
"McDonald’s","Peanuts (for Sundaes)",45,3.5,0.5,2,1,0,2,0
"McDonald’s","McFlurry® with M&M’S® Candies (12 fl oz cup)",710,25,16,105,4,97,15,0.55
"McDonald’s","McFlurry® with OREO® Cookies (12 fl oz cup)",580,19,10,89,3,73,13,0.8
"McDonald’s","Baked Hot Apple Pie",250,13,7,32,4,13,2,0.425
"McDonald’s","Cinnamon Melts",460,19,9,66,3,32,6,0.925
"McDonald’s","McDonaldland® Cookies",260,8,2.5,43,1,13,4,0.75
"McDonald’s","Chocolate Chip Cookie",160,8,3.5,21,1,15,2,0.225
"McDonald’s","Oatmeal Raisin Cookie",150,6,2.5,22,1,13,2,0.3375
"McDonald’s","Sugar Cookie",160,7,3,21,0,11,2,0.3
"McDonald’s","Apple Dippers with Low Fat Caramel Dip",100,0.5,0,23,0,15,0,0.0875
"McDonald’s","Chocolate McCafé® Shake (12 fl oz cup)",580,17,10,94,1,77,11,0.6
"McDonald’s","Chocolate McCafé® Shake (16 fl oz cup)",720,20,12,119,1,98,15,0.75
"McDonald’s","Chocolate McCafé® Shake (22 fl oz cup)",880,24,15,147,1,121,18,0.925
"McDonald’s","Chocolate Triple Thick® Shake (12 fl oz cup)",440,10,6,76,1,63,10,0.475
"McDonald’s","Chocolate Triple Thick® Shake (16 fl oz cup)",580,14,8,102,1,84,13,0.625
"McDonald’s","Chocolate Triple Thick® Shake (21 fl oz cup)",770,18,11,134,1,111,18,0.825
"McDonald’s","Chocolate Triple Thick® Shake (32 fl oz cup)",1160,27,16,203,2,168,27,1.275
"McDonald’s","Snack Size McFlurry® with M&M’S® Candies",430,16,10,64,2,59,9,0.325
"McDonald’s","Snack Size McFlurry® with OREO® Cookies",340,12,6,53,2,43,8,0.5
"McDonald’s","Strawberry McCafé® Shake (12 fl oz cup)",570,17,10,92,0,79,11,0.425
"McDonald’s","Strawberry McCafé® Shake (16 fl oz cup)",710,20,12,116,0,100,14,0.525
"McDonald’s","Strawberry McCafé® Shake (22 fl oz cup)",860,24,15,144,0,124,18,0.65
"McDonald’s","Strawberry Triple Thick® Shake (12 fl oz cup)",420,10,6,73,0,63,10,0.325
"McDonald’s","Strawberry Triple Thick® Shake (16 fl oz cup)",560,13,8,97,0,84,13,0.425
"McDonald’s","Strawberry Triple Thick® Shake (21 fl oz cup)",740,18,11,128,0,111,17,0.575
"McDonald’s","Strawberry Triple Thick® Shake (32 fl oz cup)",1110,26,16,194,0,168,25,0.875
"McDonald’s","Vanilla McCafé® Shake (12 fl oz cup)",540,16,10,88,0,64,10,0.425
"McDonald’s","Vanilla McCafé® Shake (16 fl oz cup)",680,20,12,111,0,82,14,0.55
"McDonald’s","Vanilla McCafé® Shake (22 fl oz cup)",830,24,14,138,0,103,17,0.675
"McDonald’s","Vanilla Triple Thick Shake® (32 fl oz cup)",1110,26,16,193,0,145,25,0.925
"McDonald’s","Vanilla Triple Thick® Shake (12 fl oz cup)",420,10,6,72,0,54,9,0.35
"McDonald’s","Vanilla Triple Thick® Shake (16 fl oz cup)",550,13,8,96,0,72,13,0.475
"McDonald’s","Vanilla Triple Thick® Shake (21 fl oz cup)",740,18,11,128,0,96,17,0.625
"McDonald’s","1% Low Fat Milk Jug",100,2.5,1.5,12,0,12,8,0.3125
"McDonald’s","1% Low Fat Chocolate Milk Jug",170,3,1.5,26,1,25,9,0.375
"McDonald’s","Minute Maid® 100% Apple Juice Box",100,0,0,23,0,22,0,0.0375
"McDonald’s","Dasani® Water",0,0,0,0,0,0,0,0
"McDonald’s","Minute Maid® Orange Juice (Small)",150,0,0,30,0,30,2,0
"McDonald’s","Minute Maid® Orange Juice (Medium)",190,0,0,39,0,39,3,0
"McDonald’s","Minute Maid® Orange Juice (Large)",280,0,0,58,0,58,4,0.0125
"McDonald’s","Coca-Cola® Classic (Child)",110,0,0,29,0,29,0,0.0125
"McDonald’s","Coca-Cola® Classic (Small)",150,0,0,40,0,40,0,0.025
"McDonald’s","Coca-Cola® Classic (Medium)",210,0,0,58,0,58,0,0.0375
"McDonald’s","Coca-Cola® Classic (Large)",310,0,0,86,0,86,0,0.05
"McDonald’s","Diet Coke® (Child)",0,0,0,0,0,0,0,0.0375
"McDonald’s","Diet Coke® (Small)",0,0,0,0,0,0,0,0.05
"McDonald’s","Diet Coke® (Medium)",0,0,0,0,0,0,0,0.075
"McDonald’s","Diet Coke® (Large)",0,0,0,0,0,0,0,0.1125
"McDonald’s","Sprite® (Child)",110,0,0,28,0,28,0,0.075
"McDonald’s","Sprite® (Small)",150,0,0,39,0,39,0,0.1
"McDonald’s","Sprite® (Medium)",210,0,0,56,0,56,0,0.1375
"McDonald’s","Sprite® (Large)",310,0,0,83,0,83,0,0.2
"McDonald’s","Hi-C® Orange Lavaburst (Child)",120,0,0,32,0,32,0,0
"McDonald’s","Hi-C® Orange Lavaburst (Small)",160,0,0,44,0,44,0,0.0125
"McDonald’s","Hi-C® Orange Lavaburst (Medium)",240,0,0,64,0,64,0,0.025
"McDonald’s","Hi-C® Orange Lavaburst (Large)",350,0,0,94,0,94,0,0.025
"McDonald’s","POWERade® Mountain Blast (Child)",70,0,0,20,0,16,0,0.1625
"McDonald’s","POWERade® Mountain Blast (Small)",100,0,0,27,0,21,0,0.2125
"McDonald’s","POWERade® Mountain Blast (Medium)",150,0,0,39,0,31,0,0.325
"McDonald’s","POWERade® Mountain Blast (Large)",220,0,0,58,0,46,0,0.475
"McDonald’s","Iced Tea (Child)",0,0,0,0,0,0,0,0.0125
"McDonald’s","Iced Tea (Small)",0,0,0,0,0,0,0,0.025
"McDonald’s","Iced Tea (Medium)",0,0,0,0,0,0,0,0.0375
"McDonald’s","Iced Tea (Large)",0,0,0,1,0,0,0,0.05
"McDonald’s","Coffee (Small)",0,0,0,0,0,0,0,0
"McDonald’s","Coffee (Large)",0,0,0,0,0,0,0,0
"McDonald’s","Coffee Cream",20,2,1.5,0,0,0,0,0.0375
"McDonald’s","Sugar Packet",15,0,0,4,0,4,0,0
"McDonald’s","EQUAL® 0
Calorie Sweetener",0,0,0,1,0,1,0,0
"McDonald’s","SPLENDA® No
Calorie Sweetener",0,0,0,1,0,1,0,0
"McDonald’s","Iced Coffee– Caramel (Small)",130,5,3.5,21,0,20,1,0.2
"McDonald’s","Iced Coffee– Caramel (Medium)",190,8,5,27,0,27,2,0.2875
"McDonald’s","Iced Coffee– Caramel (Large)",270,11,7,41,0,41,2,0.4
"McDonald’s","Iced Coffee– Hazelnut (Small)",130,5,3.5,21,0,21,1,0.1
"McDonald’s","Iced Coffee– Hazelnut (Medium)",190,8,5,29,0,29,2,0.15
"McDonald’s","Iced Coffee– Hazelnut (Large)",270,11,7,43,0,43,2,0.2125
"McDonald’s","Iced Coffee– Regular (Small)",140,5,3.5,22,0,22,1,0.1
"McDonald’s","Iced Coffee– Regular (Medium)",200,8,5,30,0,30,2,0.15
"McDonald’s","Iced Coffee– Regular (Large)",280,11,7,45,0,45,2,0.2125
"McDonald’s","Iced Coffee– Vanilla (Small)",130,5,3.5,21,0,21,1,0.1
"McDonald’s","Iced Coffee– Vanilla (Medium)",190,8,5,29,0,28,2,0.15
"McDonald’s","Iced Coffee– Vanilla (Large)",270,11,7,43,0,43,2,0.2
"McDonald’s","Iced Coffee with Sugar Free Vanilla Syrup (Small)",60,5,3.5,8,0,1,1,0.175
"McDonald’s","Iced Coffee with Sugar Free Vanilla Syrup (Medium)",90,8,5,11,0,2,2,0.25
"McDonald’s","Iced Coffee with Sugar Free Vanilla Syrup (Large)",120,11,7,16,0,2,2,0.35
"McDonald’s","Sweet Tea (Child)",110,0,0,27,0,27,0,0.0125
"McDonald’s","Sweet Tea (Large)",280,0,0,69,0,69,1,0.0375
"McDonald’s","Sweet Tea (Medium)",180,0,0,45,0,45,1,0.025
"McDonald’s","Sweet Tea (Small)",150,0,0,36,0,36,1,0.025
"McDonald’s","Nonfat Cappuccino (Small)",60,0,0,9,0,9,6,0.2125
"McDonald’s","Nonfat Cappuccino (Medium)",80,0,0,12,0,12,8,0.275
"McDonald’s","Nonfat Cappuccino (Large)",90,0,0,13,0,13,9,0.325
"McDonald’s","Nonfat Latte (Small)",90,0,0,13,0,13,9,0.2875
"McDonald’s","Nonfat Latte (Medium)",110,0,0,15,0,15,10,0.35
"McDonald’s","Nonfat Latte (Large)",120,0,0,18,0,18,12,0.4
"McDonald’s","Nonfat Caramel Cappuccino (Small)",150,0,0,33,0,32,5,0.3
"McDonald’s","Nonfat Caramel Cappuccino (Medium)",190,0,0,41,0,41,6,0.375
"McDonald’s","Nonfat Caramel Cappuccino (Large)",230,0,0,49,0,49,7,0.45
"McDonald’s","Nonfat Caramel Latte (Small)",170,0,0,36,0,36,7,0.375
"McDonald’s","Nonfat Caramel Latte (Medium)",220,0,0,45,0,45,9,0.45
"McDonald’s","Nonfat Caramel Latte (Large)",260,0,0,53,0,53,10,0.55
"McDonald’s","Nonfat Hazelnut Cappuccino (Small)",150,0,0,34,0,34,5,0.175
"McDonald’s","Nonfat Hazelnut Cappuccino (Medium)",190,0,0,43,0,43,6,0.225
"McDonald’s","Nonfat Hazelnut Cappuccino (Large)",230,0,0,51,0,51,7,0.25
"McDonald’s","Nonfat Hazelnut Latte (Small)",180,0,0,37,0,37,7,0.2375
"McDonald’s","Nonfat Hazelnut Latte (Medium)",220,0,0,46,0,46,9,0.2875
"McDonald’s","Nonfat Hazelnut Latte (Large)",260,0,0,55,0,55,10,0.3375
"McDonald’s","Nonfat Vanilla Cappuccino (Small)",150,0,0,34,0,34,5,0.175
"McDonald’s","Nonfat Vanilla Cappuccino (Medium)",190,0,0,42,0,42,6,0.225
"McDonald’s","Nonfat Vanilla Cappuccino (Large)",230,0,0,51,0,51,7,0.25
"McDonald’s","Nonfat Vanilla Latte (Small)",180,0,0,37,0,37,7,0.2375
"McDonald’s","Nonfat Vanilla Latte (Medium)",220,0,0,46,0,46,9,0.2875
"McDonald’s","Nonfat Vanilla Latte (Large)",260,0,0,55,0,55,10,0.3375
"McDonald’s","Nonfat Cappuccino with Sugar Free Vanilla Syrup (Small)",50,0,0,15,0,8,5,0.25
"McDonald’s","Nonfat Cappuccino with Sugar Free Vanilla Syrup (Medium)",70,0,0,19,0,10,7,0.325
"McDonald’s","Nonfat Cappuccino with Sugar Free Vanilla Syrup (Large)",80,0,0,22,0,11,8,0.375
"McDonald’s","Nonfat Latte with Sugar Free Vanilla Syrup (Small)",80,0,0,18,0,11,7,0.325
"McDonald’s","Nonfat Latte with Sugar Free Vanilla Syrup (Medium)",90,0,0,22,0,13,9,0.4
"McDonald’s","Nonfat Latte with Sugar Free Vanilla Syrup (Large)",110,0,0,27,0,15,11,0.475
"McDonald’s","Mocha with Nonfat Milk (Small)",240,5,3,41,0,34,7,0.325
"McDonald’s","Mocha with Nonfat Milk (Medium)",280,6,3.5,50,0,42,8,0.4
"McDonald’s","Mocha with Nonfat Milk (Large)",330,6,3.5,58,0,50,10,0.475
"McDonald’s","Hot Chocolate with Nonfat Milk (Small)",250,5,3,43,0,37,8,0.35
"McDonald’s","Hot Chocolate with Nonfat Milk (Medium)",310,6,3.5,55,0,47,11,0.475
"McDonald’s","Hot Chocolate with Nonfat Milk (Large)",390,6,3.5,68,0,59,16,0.625
"McDonald’s","Iced Nonfat Latte (Small)",50,0,0,7,0,7,5,0.175
"McDonald’s","Iced Nonfat Latte (Medium)",60,0,0,9,0,9,6,0.225
"McDonald’s","Iced Nonfat Latte (Large)",70,0,0,11,0,11,7,0.2625
"McDonald’s","Iced Nonfat Caramel Latte (Small)",140,0,0,30,0,30,3,0.2625
"McDonald’s","Iced Nonfat Caramel Latte (Medium)",150,0,0,32,0,32,5,0.3
"McDonald’s","Iced Nonfat Caramel Latte (Large)",190,0,0,40,0,40,6,0.375
"McDonald’s","Iced Nonfat Hazelnut Latte (Small)",140,0,0,32,0,32,3,0.125
"McDonald’s","Iced Nonfat Hazelnut Latte (Medium)",150,0,0,33,0,33,5,0.175
"McDonald’s","Iced Nonfat Hazelnut Latte (Large)",190,0,0,42,0,42,6,0.2
"McDonald’s","Iced Nonfat Vanilla Latte (Small)",140,0,0,31,0,31,3,0.125
"McDonald’s","Iced Nonfat Vanilla Latte (Medium)",150,0,0,33,0,33,5,0.175
"McDonald’s","Iced Nonfat Vanilla Latte (Large)",190,0,0,41,0,41,6,0.2125
"McDonald’s","Iced Nonfat Latte with Sugar Free Vanilla Syrup (Small)",40,0,0,13,0,5,4,0.2125
"McDonald’s","Iced Nonfat Latte with Sugar Free Vanilla Syrup (Medium)",50,0,0,14,0,6,5,0.25
"McDonald’s","Iced Nonfat Latte with Sugar Free Vanilla Syrup (Large)",60,0,0,19,0,8,6,0.325
"McDonald’s","Iced Mocha with Nonfat Milk (Medium)",270,8,4.5,43,0,35,7,0.35
"McDonald’s","Iced Nonfat Caramel Mocha (Large)",300,6,4,49,0,45,11,0.575
"McDonald’s","Iced Nonfat Caramel Mocha (Medium)",240,6,4,37,0,34,9,0.475
"McDonald’s","Iced Nonfat Caramel Mocha (Small)",200,6,4,29,0,26,6,0.35
"McDonald’s","Nonfat Caramel Mocha (Large)",280,4,2.5,49,0,46,12,0.65
"McDonald’s","Nonfat Caramel Mocha (Medium)",240,4,2.5,41,0,38,9,0.5
"McDonald’s","Nonfat Caramel Mocha (Small)",200,4,2.5,34,0,31,8,0.425
"McDonald’s","Cappuccino (Small)",120,7,4,9,0,9,6,0.2125
"McDonald’s","Cappuccino (Medium)",140,8,4.5,11,0,11,8,0.2625
"McDonald’s","Cappuccino (Large)",180,10,6,13,0,13,9,0.325
"McDonald’s","Latte (Small) ",150,8,4.5,11,0,11,8,0.2625
"McDonald’s","Latte (Medium)",180,10,6,13,0,13,10,0.325
"McDonald’s","Latte (Large)",210,11,7,16,0,16,11,0.375
"McDonald’s","Caramel Cappuccino (Small)",200,5,3,32,0,32,5,0.3125
"McDonald’s","Caramel Cappuccino (Medium)",240,6,3.5,41,0,40,6,0.375
"McDonald’s","Caramel Cappuccino (Large)",290,8,4.5,49,0,49,8,0.475
"McDonald’s","Caramel Latte (Small)",230,7,4,35,0,35,7,0.35
"McDonald’s","Caramel Latte (Medium)",280,8,4.5,43,0,43,8,0.425
"McDonald’s","Caramel Latte (Large)",330,9,5,52,0,51,9,0.525
"McDonald’s","Hazelnut Cappuccino (Small)",200,5,3,34,0,34,5,0.175
"McDonald’s","Hazelnut Cappuccino (Medium)",240,6,3.5,42,0,42,6,0.2125
"McDonald’s","Hazelnut Cappuccino (Large)",290,8,4.5,51,0,51,7,0.2625
"McDonald’s","Hazelnut Latte (Small)",230,7,4,36,0,36,7,0.225
"McDonald’s","Hazelnut Latte (Medium)",280,8,4.5,45,0,45,8,0.275
"McDonald’s","Hazelnut Latte (Large)",330,9,5,53,0,53,9,0.325
"McDonald’s","Vanilla Cappuccino (Small)",200,5,3,34,0,34,5,0.175
"McDonald’s","Vanilla Cappuccino (Medium)",240,6,3.5,42,0,42,6,0.2125
"McDonald’s","Vanilla Cappuccino (Large)",290,8,4.5,51,0,51,7,0.2625
"McDonald’s","Vanilla Latte (Small)",230,7,4,36,0,36,7,0.225
"McDonald’s","Vanilla Latte (Medium)",280,8,4.5,44,0,44,8,0.275
"McDonald’s","Vanilla Latte (Large)",330,9,5,53,0,53,9,0.325
"McDonald’s","Cappuccino with Sugar Free Vanilla Syrup (Small)",100,5,3,15,0,7,5,0.2625
"McDonald’s","Cappuccino with Sugar Free Vanilla Syrup (Medium)",120,6,3.5,18,0,9,6,0.325
"McDonald’s","Cappuccino with Sugar Free Vanilla Syrup (Large)",150,8,4.5,22,0,11,8,0.4
"McDonald’s","Latte with Sugar Free Vanilla Syrup (Small)",130,7,4,17,0,10,7,0.3125
"McDonald’s","Latte with Sugar Free Vanilla Syrup (Medium)",160,8,5,21,0,11,8,0.375
"McDonald’s","Latte with Sugar Free Vanilla Syrup (Large)",180,10,6,25,0,13,10,0.45
"McDonald’s","Mocha (Small)",280,11,6,40,0,33,6,0.3125
"McDonald’s","Mocha (Medium)",330,12,7,48,0,41,7,0.375
"McDonald’s","Mocha (Large)",400,14,8,58,0,49,10,0.475
"McDonald’s","Hot Chocolate (Small)",300,12,7,41,0,35,8,0.3375
"McDonald’s","Hot Chocolate (Medium)",380,15,9,53,0,45,10,0.425
"McDonald’s","Hot Chocolate (Large)",460,18,10,63,0,54,13,0.55
"McDonald’s","Iced Latte (Small)",80,4.5,2.5,6,0,6,4,0.1625
"McDonald’s","Iced Latte (Medium)",100,6,3.5,8,0,8,6,0.2
"McDonald’s","Iced Latte (Large)",140,8,4.5,10,0,10,7,0.2625
"McDonald’s","Iced Caramel Latte (Small)",160,3,1.5,29,0,29,3,0.25
"McDonald’s","Iced Caramel Latte (Medium)",180,4.5,2.5,31,0,31,4,0.3
"McDonald’s","Iced Caramel Latte (Large)",230,6,3.5,40,0,40,6,0.375
"McDonald’s","Iced Hazelnut Latte (Small)",160,3,1.5,31,0,31,3,0.1125
"McDonald’s","Iced Hazelnut Latte (Medium)",180,4.5,2.5,33,0,33,4,0.1625
"McDonald’s","Iced Hazelnut Latte (Large)",230,6,3.5,41,0,41,6,0.2125
"McDonald’s","Iced Vanilla Latte (Small)",160,3,1.5,31,0,31,3,0.1125
"McDonald’s","Iced Vanilla Latte (Medium)",190,4.5,2.5,33,0,33,5,0.175
"McDonald’s","Iced Vanilla Latte (Large)",230,6,3.5,41,0,41,6,0.2125
"McDonald’s","Iced Latte with Sugar Free Vanilla Syrup (Small)",60,3,2,12,0,4,3,0.2
"McDonald’s","Iced Latte with Sugar Free Vanilla Syrup (Medium)",90,5,3,14,0,6,5,0.2625
"McDonald’s","Iced Latte with Sugar Free Vanilla Syrup (Large)",110,6,3.5,19,0,8,6,0.325
"McDonald’s","Iced Mocha (Medium)",310,13,8,42,0,35,7,0.35
"McDonald’s","Caramel Mocha (Large)",360,14,8,47,0,46,10,0.55
"McDonald’s","Caramel Mocha (Medium)",290,12,7,39,0,38,8,0.45
"McDonald’s","Caramel Mocha (Small)",250,11,6,33,0,31,7,0.375
